subsys4	010B	001B	009B	012B	013A	014B	017B	018B
Thiaminase II (EC 3.5.99.2)	5	2	5	385	30	1261	515	597
Thiamine biosynthesis protein thiI	3066	7431	3507	23	5	6	6	8
Thiamine kinase (EC 2.7.1.89)	0	0	0	0	0	0	0	0
Thiamine-monophosphate kinase (EC 2.7.4.16)	6	16	5	1458	1031	1915	2801	1475
Thiazole biosynthesis protein ThiG	8	7	8	3991	689	1815	5186	2674
Thiazole biosynthesis protein ThiH	20	42	12	2232	547	1296	4929	2035
Thiazole biosynthetic enzyme Thi4	0	0	2	2	2	0	0	123
ThiJ/PfpI family protein	2897	10935	2480	575	1380	1577	1948	920
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	9	20	4	1298	1025	1645	2255	1563
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	910	5036	1013	34	28	41	41	20
Thiol-activated cytolysin	322	668	313	15052	13802	16456	61133	39104
Thiol:disulfide interchange protein DsbC	0	2	0	0	0	1	0	0
Thiol:disulfide interchange protein DsbG precursor	0	0	0	1	1	0	2	0
Thiol:disulfide oxidoreductase associated with MetSO reductase	2	0	0	11	10	4	53	79
Thiol:disulfide oxidoreductase related to ResA	7	32	5	856	948	2889	4137	1560
Thiol:disulfide oxidoreductase TlpA	0	0	0	49	0	5	116	9
Thioredoxin	3	8	2	235	71	167	197	26
Thioredoxin reductase (EC 1.8.1.9)	2119	5642	3649	4606	4917	6027	7020	3056
Thiosulfate reductase cytochrome B subunit	0	0	0	0	0	0	0	0
Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	0	0	0	0	0	0	0	0
Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)	0	0	0	0	0	0	0	0
Threonine catabolic operon transcriptional activator TdcA	1	0	0	2	0	0	0	0
Threonine catabolic operon transcriptional activator TdcR	2	0	0	3	0	0	0	0
Threonine dehydratase (EC 4.3.1.19)	9	29	10	2331	1306	661	932	363
Threonine dehydratase biosynthetic (EC 4.3.1.19)	0	0	0	0	0	1	0	0
Threonine dehydratase, catabolic (EC 4.3.1.19)	0	6	0	2	2	1	1	3
Threonine dehydrogenase and related Zn-dependent dehydrogenases	1	1	1	20	2	14	17	7
Threonine kinase in B12 biosynthesis	0	0	0	0	0	0	0	0
Threonine synthase (EC 4.2.3.1)	350	1130	525	844	418	1155	1646	993
Threonyl-tRNA synthetase (EC 6.1.1.3)	2688	4530	2162	4460	3170	6758	12548	7876
Thymidine kinase (EC 2.7.1.21)	2235	6325	2569	1057	1488	1856	1408	575
Thymidine phosphorylase (EC 2.4.2.4)	9	2	2	312	557	534	856	93
Thymidylate kinase (EC 2.7.4.9)	2699	7283	3463	1420	1361	3462	1571	750
Thymidylate synthase (EC 2.1.1.45)	21353	15069	4515	1687	1525	3650	3813	1683
Thymidylate synthase thyX (EC 2.1.1.-)	1	2	1	4	1	2	5	9
TldD protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)	1	0	0	0	0	0	0	0
TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)	0	0	0	0	0	0	0	0
tmRNA-binding protein SmpB	1302	2785	2239	4106	2887	7260	16599	4976
Tn552 transposase	0	0	0	1	0	1	1	0
Tol biopolymer transport system, TolR protein	1	1	0	1	1	1	1	1
TolA protein	3	1	0	8	0	4	4	2
tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	1	4	0	178	12	152	211	18
toluenesulfonate zinc-independent alcohol dehydrogenase	0	0	0	0	0	0	0	0
TonB-dependent hemin , ferrichrome receptor	0	0	0	0	0	1	0	0
TonB-dependent receptor	93	326	97	16888	17845	28729	46561	23706
TonB-dependent siderophore receptor	3	12	4	2011	3108	3892	2798	3118
Topoisomerase IV subunit A (EC 5.99.1.-)	874	2399	2202	889	589	1333	2718	1478
Topoisomerase IV subunit B (EC 5.99.1.-)	2238	4379	4304	1316	1430	2332	2965	1680
TPR domain protein, putative component of TonB system	1004	1119	447	1961	2343	3839	9703	4849
TPR repeat containing exported protein	1	1	1	1	0	0	0	0
TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase	1	0	0	0	0	0	1	0
Trans-2,cis-3-Decenoyl-ACP isomerase	1	1	1	2	2	3	3	7
Transaldolase (EC 2.2.1.2)	20	25	17	4124	1077	4581	16480	7787
Transamidase GatB domain protein	7458	17018	8301	12897	8984	21739	30590	17108
Transcription accessory protein (S1 RNA-binding domain)	1	7	7	59	180	145	206	61
Transcription antitermination protein NusG	3754	5571	7598	26528	27481	44382	139866	61347
Transcription antitermination protein UpdY	1	2	1	141	149	489	1264	451
Transcription elongation factor GreA	2769	8137	2752	7427	9039	14795	15235	8896
Transcription elongation factor GreB	0	0	0	0	0	0	0	0
Transcription regulator [contains diacylglycerol kinase catalytic domain]	10936	30062	15990	6171	4940	5927	4993	1397
Transcription regulator of multidrug efflux pump operon, TetR (AcrR) family	2878	5775	2432	5	5	16	5	2
Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	1	1	2	1	1	2	1	2
Transcription termination factor Rho	15	29	10	1573	1267	1449	3945	2704
Transcription termination protein NusA	4529	10871	7436	9819	7103	9365	20769	14146
Transcription termination protein NusB	5222	14679	7864	5345	3719	5091	10126	7538
Transcription-repair coupling factor	860	2091	1137	1046	1075	2247	2924	1339
Transcriptional (co)regulator CytR	0	1	0	2	0	1	1	1
Transcriptional activator GadE	0	0	0	0	2	2	0	0
Transcriptional activator MetR	0	0	0	0	0	0	1	0
Transcriptional activator of maltose regulon, MalT	1	0	0	0	0	5	0	0
Transcriptional activator PlcR	0	0	16	0	1	0	0	0
Transcriptional activator protein LysR	0	0	0	0	0	0	0	0
Transcriptional activator RfaH	0	2	0	0	0	0	0	0
Transcriptional activatory protein CaiF	0	0	0	2	0	0	0	0
Transcriptional antiterminator of lichenan operon, BglG family	47	36	92	21	83	59	64	11
Transcriptional antiterminator with PTS regulation domain, SPy0181 ortholog	0	1	1	5	22	39	30	1
Transcriptional regulator ArcR essential for anaerobic expression of the ADI pathway, Crp/Fnr family	0	0	0	0	0	0	0	0
Transcriptional regulator BkdR of isoleucine and valine catabolism operon	2	0	0	0	0	2	2	0
Transcriptional regulator CsgD for 2nd curli operon	0	0	0	0	0	1	0	1
Transcriptional regulator HxlR, formaldehyde assimilation	317	5	19	7	2	9	5	2
Transcriptional regulator in cluster with beta-lactamase, GntR family	0	0	0	0	1	1	0	0
Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	3147	8999	3949	28	23	24	28	20
Transcriptional regulator in cluster with Zn-dependent hydrolase	0	1	0	0	0	0	1	0
Transcriptional regulator KdgR, KDG operon repressor	0	0	0	78	111	93	185	20
Transcriptional regulator NanR	0	0	1	0	0	1	0	0
Transcriptional regulator of catabolic arginine decarboxylase (adiA)	1	1	1	1	3	1	1	1
Transcriptional regulator of D-allose utilization, LacI family	0	0	0	0	1	2	0	0
Transcriptional regulator of D-allose utilization, RpiR family	1	0	0	0	0	0	0	1
Transcriptional regulator of fatty acid biosynthesis FabT	2	4	2	263	68	67	199	6
Transcriptional regulator of rhamnose utilization, AraC family	4	6	3	283	254	871	1528	576
Transcriptional regulator of rhamnose utilization, DeoR family	1	1	3	73	92	102	49	11
Transcriptional regulator of the arabinose operon in Shewanella, GntR family	0	0	0	1	0	0	0	1
Transcriptional regulator of trehalose utilization, LacI family	0	0	0	37	58	98	60	26
Transcriptional regulator PhnF	0	0	0	1	0	0	0	0
Transcriptional regulator RutR of pyrimidine catabolism (TetR family)	0	1	0	0	0	0	0	0
Transcriptional regulator SpxA1	957	2363	637	2287	3179	1435	1211	170
Transcriptional regulator SpxA2	0	0	0	0	0	0	0	0
Transcriptional regulator YcjW, LacI family, possibly involved in maltodextrin utilization pathway	0	0	0	0	0	0	0	0
Transcriptional regulator YkgA	0	0	0	0	0	0	1	0
transcriptional regulator, Crp/Fnr family	633	2216	607	8	9	14	7	10
Transcriptional regulator, Hth-3 family	6	10	5	26	345	1499	503	46
Transcriptional regulator, IclR family	0	0	0	0	0	0	0	0
Transcriptional regulator, MecI family	2	2	1	116	4	57	272	77
Transcriptional regulator, MerR family	653	2088	578	179	96	742	1590	556
Transcriptional regulator, MerR family, near polyamine transporter	23	361	1	2	2	1	1	19
Transcriptional regulator, RofA	1	0	0	5	0	0	0	0
Transcriptional regulator, YtfJ-family	0	0	0	0	0	0	0	0
Transcriptional regulatory protein basR/pmrA	0	0	0	0	0	0	1	0
Transcriptional regulatory protein CitB, DpiA	0	0	0	0	0	0	0	0
Transcriptional regulatory protein PhoP	1	0	0	0	0	0	0	0
Transcriptional regulatory protein RstA	0	0	0	0	0	0	0	0
Transcriptional regulatory protein RtcR	0	0	0	0	0	0	0	0
Transcriptional regulatory protein UhpA	0	0	0	0	0	0	0	0
Transcriptional repressor AdcR for Zn(2+)-responsive expression	0	1	0	1	1	2	1	1
Transcriptional repressor for NAD biosynthesis in gram-positives	11	11	4	1652	567	1669	1404	1151
Transcriptional repressor of aga operon	4	3	2	313	600	1109	2515	957
Transcriptional repressor of arabinoside utilization operon, GntR family	1	2	1	0	0	0	0	0
Transcriptional repressor of PutA and PutP	0	0	0	0	0	0	0	0
Transcriptional repressor of the fructose operon, DeoR family	2527	4432	2200	2299	4331	1170	1780	529
Transcriptional repressor of the lac operon	2916	4	2	1	3	2	3	0
Transcriptional repressor of the myo-inositol catabolic operon DeoR family	0	0	0	0	0	0	0	0
Transcriptional repressor protein TrpR	0	0	0	0	3	0	0	0
Transcriptional repressor protein TyrR	0	0	0	0	0	0	0	0
Transcriptional repressor, BlaI/MecI family	0	0	0	0	0	0	16	0
Transition state regulatory protein AbrB	238	1	1	1	1	1	1	1
Transketolase (EC 2.2.1.1)	53	52	17	5595	2635	6323	13000	7341
Transketolase, C-terminal section (EC 2.2.1.1)	9	27	6	1100	887	1101	2653	900
Transketolase, N-terminal section (EC 2.2.1.1)	14	77	7	1459	695	1225	1886	603
Translation elongation factor G	12542	24956	22165	35711	33756	38910	78272	34596
Translation elongation factor G-related protein	13	46	7	7408	2567	3110	9009	3692
Translation elongation factor LepA	1457	4610	1682	3273	3078	3634	6060	2317
Translation elongation factor P	8795	23891	13097	15889	14299	18897	35102	17690
Translation elongation factor P-related protein	1	0	0	0	0	0	0	0
Translation elongation factor Ts	13177	25835	25719	33924	38525	50052	89407	45180
Translation elongation factor Tu	77791	189980	92896	132166	163059	219929	322622	132918
Translation initiation factor 1	24507	63719	56377	70022	71299	135408	91601	78583
Translation initiation factor 2	4489	12837	7531	22016	15309	23943	68524	37561
Translation initiation factor 3	23517	54520	42254	32928	31772	41322	70762	29113
Translation initiation factor SUI1-related protein	0	0	0	0	0	0	0	0
Transmembrane component BL0694 of energizing module of predicted ECF transporter	5	25	20	282	333	451	171	174
Transmembrane component CbiQ of energizing module of cobalt ECF transporter	0	0	0	0	0	0	0	0
Transmembrane component Cce_1531 of energizing module of predicted ECF transporter	1	0	0	4	33	5	327	117
Transmembrane component MtsC of energizing module of methionine-regulated ECF transporter	288	864	381	3	2	4	8	2
Transmembrane component of energizing module of predicted tryptophan ECF transporter	0	1	2	144	0	0	0	1
Transmembrane component of energizing module of riboflavin ECF transporter	0	1	1	79	39	196	73	187
Transmembrane component of general energizing module of ECF transporters	737	2682	1177	1471	1317	1382	2500	994
Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter	2	2	2	211	8	89	412	334
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	307	721	345	124	105	120	109	88
Transmembrane histidine kinase CsrS	0	2	0	1	0	1	0	0
Transport ATP-binding protein CydC	297	18523	5371	1502	363	1676	1741	1083
Transport ATP-binding protein CydCD	0	0	0	3	1	3	0	2
Transport ATP-binding protein CydD	499	1922	1414	1486	839	1036	1240	422
Transposase OrfAB, subunit B	0	0	0	2	0	3	0	0
Transthyretin family protein	0	0	0	0	2	0	0	0
TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8	0	1	0	0	0	0	0	0
TRAP-type C4-dicarboxylate transport system, large permease component	0	0	0	1	0	1	0	2
TRAP-type C4-dicarboxylate transport system, periplasmic component	0	0	0	0	0	0	0	0
TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein	0	3	0	0	0	0	1	3
TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	0	0	0	0	0	0	0	0
TRAP-type uncharacterized transport system, fused permease component	0	1	0	1	2	3	7	5
Trehalase (EC 3.2.1.28)	0	0	0	13	2	20	21	7
Trehalose operon transcriptional repressor	410	369	108	2	5	3	3	1
Trehalose phosphorylase (EC 2.4.1.64)	9950	20452	6642	11248	24911	23430	10607	1469
Trehalose synthase (EC 5.4.99.16)	1	2	1	190	137	208	527	508
Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	467	690	215	3	3	6	4	2
Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	1	2	0	7	5	0	10	3
Triacylglycerol lipase (EC 3.1.1.3)	0	0	0	0	1	0	0	0
Tricarboxylate transport membrane protein TctA	0	1	0	0	1	0	0	0
Trimethylamine-N-oxide reductase (EC 1.6.6.9)	0	0	0	0	0	0	0	0
Triosephosphate isomerase (EC 5.3.1.1)	9342	30571	13227	26577	22460	37876	45867	23437
Trk system potassium uptake protein TrkA	12	26	10	924	572	963	2152	1262
TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	1129	3270	1221	1153	1152	1419	1196	471
tRNA (5-methoxyuridine) 34 synthase	0	2	0	0	0	0	0	0
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	664	1371	1436	6823	3662	4181	9429	3906
tRNA (Guanosine18-2'-O-) -methyltransferase (EC 2.1.1.34)	0	0	0	1	0	0	0	0
tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	0	0	0	0	0	0	0	0
tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	2064	4181	1619	1059	863	1509	2904	1647
tRNA dihydrouridine synthase A (EC 1.-.-.-)	0	1	0	0	0	0	0	0
tRNA dihydrouridine synthase B (EC 1.-.-.-)	2	6	24	2	3	2	1	2
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	858	1887	1231	1883	1716	3724	4747	2464
tRNA pseudouridine 13 synthase (EC 4.2.1.-)	0	0	0	0	0	0	0	0
tRNA pseudouridine synthase A (EC 4.2.1.70)	662	2328	1255	3514	2312	1965	2941	1018
tRNA pseudouridine synthase B (EC 4.2.1.70)	464	1441	840	1937	1894	3303	5764	2503
tRNA pseudouridine synthase C (EC 4.2.1.70)	0	0	0	0	0	0	0	0
tRNA S(4)U 4-thiouridine synthase (former ThiI)	19	236	113	1871	2122	2950	1807	317
tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0	0	0	0	1	0	1	0
tRNA-binding protein YgjH	0	0	0	0	0	0	0	0
tRNA-dependent lipid II--amino acid ligase	2	7	1	562	19	85	688	562
tRNA-dependent lipid II--glycine ligase (FmhB)	1	0	0	3	0	3	2	2
tRNA-dependent lipid II--L-alanine ligase	0	1	0	1	1	0	0	0
tRNA-dependent lipid II-Ala--L-alanine ligase	0	0	0	0	0	0	0	1
tRNA-dependent lipid II-AlaAla--L-alanine ligase	0	0	0	2	0	0	1	0
tRNA-dependent lipid II-GlyGly--glycine ligase	0	0	0	0	0	1	0	0
tRNA-dependent lipid II-GlyGlyGlyGly--glycine ligase	0	0	0	0	0	1	1	3
tRNA-dihydrouridine synthase C (EC 1.-.-.-)	0	0	0	0	0	0	0	0
tRNA-guanine transglycosylase (EC 2.4.2.29)	10	23	8	2043	1407	2409	4324	2523
tRNA-i(6)A37 methylthiotransferase	11	22	8	758	830	2050	2936	1388
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	687	2072	1168	1812	1793	1809	1853	719
tRNA:Cm32/Um32 methyltransferase	0	0	0	0	0	0	0	0
tRNA:m(5)U-54 MTase gid	1461	4505	3031	237	112	270	469	240
tRNA(Cytosine32)-2-thiocytidine synthetase	2	0	0	0	0	1	0	1
tRNA(Ile)-lysidine synthetase	156	491	226	3525	1185	1620	2398	1139
Tryptophan synthase alpha chain (EC 4.2.1.20)	4	7	1	3	760	349	1346	509
Tryptophan synthase beta chain (EC 4.2.1.20)	1	2	1	2	331	118	747	161
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	1769	4517	1611	5403	4285	8199	10092	5067
TsgA protein homolog	0	0	0	0	0	0	0	0
TTE0858 replicon stabilization protein (antitoxin to TTE0859)	0	0	0	0	3	0	0	0
Twin-arginine translocation protein TatA	10	21	15	2030	301	2178	2584	1233
Twin-arginine translocation protein TatB	2	2	1	4	2	2	2	2
Twin-arginine translocation protein TatC	4	5	4	141	97	210	340	121
Twin-arginine translocation protein TatE	1	1	1	1	1	1	1	1
Twitching motility protein PilT	0	0	0	24	0	0	0	0
Two-component response regulator BceR	0	1	0	0	0	0	0	0
Two-component response regulator colocalized with HrtAB transporter	0	0	0	0	0	0	0	0
Two-component response regulator CreB	1	2	0	2	0	0	0	0
Two-component response regulator CreC	0	1	0	1	0	0	0	0
Two-component response regulator SA14-24	3939	10390	4787	537	907	1820	686	202
Two-component response regulator VncR	1	1	1	6	2	4	4	2
Two-component response regulator yesN, associated with MetSO reductase	1	1	1	1	1	3	6	8
Two-component response regulator YvcP	3	7	16	535	671	1170	355	80
Two-component response regulator, associated with ferric iron transporter, SPy1062 homolog	0	0	0	0	0	0	0	0
Two-component response regulator, malate (EC 2.7.3.-)	0	0	0	0	0	0	0	0
Two-component sensor histidine kinase, malate (EC 2.7.3.-)	0	0	0	0	0	0	0	0
Two-component sensor kinase SA14-24	382	993	474	875	1160	1886	666	151
Two-component sensor kinase YesM (EC 2.7.3.-)	0	0	0	0	0	0	0	0
Two-component sensor kinase yesM (EC 2.7.3.-), associated with MetSO reductase	0	1	0	0	0	3	0	0
Two-component sensor kinase YvcQ	0	0	1	0	0	0	0	0
Two-component sensor kinase, associated with ferric iron transporter, SPy1061 homolog	0	0	0	0	0	0	2	1
Two-component sensor protein RcsC (EC 2.7.3.-)	0	0	0	0	0	0	0	0
Two-component sensor protein RcsD (EC 2.7.3.-)	0	0	0	0	0	0	0	0
Two-component system histidine kinase	0	0	0	0	0	0	0	0
Two-component system response regulator	0	0	0	0	0	0	0	0
Two-component system response regulator OmpR	0	0	0	0	0	0	0	0
Two-component system response regulator QseB	0	1	0	0	0	0	0	0
Two-component system sensor protein [USSDB2B]	0	0	0	0	0	0	0	0
type 1 fimbriae anchoring protein FimD	0	0	0	0	0	0	0	0
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	549	4935	1178	1246	1051	1482	2104	1233
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	618	1820	902	1289	1013	2793	1397	1136
Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	722	2454	1728	311	1398	1320	803	733
Type I secretion outer membrane protein, TolC precursor	0	0	0	0	0	0	1	0
Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	0	0	0	0	1	1	1	0
Type II/IV secretion system protein TadC, associated with Flp pilus assembly	0	0	0	0	0	0	0	0
Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)	3	18	1	223	334	88	14	134
Type III restriction-modification system methylation subunit (EC 2.1.1.72)	8	61	13	534	1197	1756	1292	823
Type III restriction-modification system StyLTI enzyme res (EC 3.1.21.5)	3	4	1	737	206	364	4	522
Type IV secretion system protein VirD4	1	2	0	1	14	7	34	7
Tyrosine recombinase xerC	1	2	6	5	315	504	52	62
Tyrosine-protein kinase EpsD (EC 2.7.10.2)	181	569	711	13	11	5	7	4
Tyrosine-protein kinase transmembrane modulator EpsC	113	319	455	15	7	7	7	4
Tyrosine-protein kinase Wzc (EC 2.7.10.2)	1	5	2	693	1216	1503	2997	1527
Tyrosine-protein phosphatase CpsB (EC 3.1.3.48)	21	40	28	35	17	30	45	21
Tyrosine-specific transport protein	3	12	5	0	0	0	0	0
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	1438	3159	2205	6315	3517	7034	9353	4763
ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	1	0	0	0	0	0	0	0
Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	0	0	0	0	0	0	0	0
Ubiquinone biosynthesis monooxygenase UbiB	1	0	0	0	0	0	1	0
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	6	10	5	185	183	462	975	341
UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-)	4	4	0	9	12	209	16	4
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)	8	16	8	1901	1443	2613	4553	1898
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-)	14	29	16	1617	1153	1971	2709	1812
UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)	1	0	0	1	0	0	1	0
UDP-galactopyranose mutase (EC 5.4.99.9)	2	2	1	388	77	99	2794	1290
UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)	0	0	0	1	0	0	0	0
UDP-glucose 4-epimerase (EC 5.1.3.2)	1702	7024	1875	4428	2783	8756	8517	5862
UDP-glucose dehydrogenase (EC 1.1.1.22)	3	9	3	323	214	389	841	338
UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)	184	344	201	1	1	0	0	0
UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)	0	1	0	0	1	0	1	1
UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)	1	0	0	1	0	0	2	0
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	2519	7300	2850	3322	2555	5025	6033	3112
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	1969	3918	3545	4896	4355	9024	9048	4668
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	478	1498	1180	1477	1382	2306	3485	1388
UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7)	0	0	0	0	0	0	0	1
UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	1	6	1	15	12	45	11	11
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	1776	4810	2804	5296	4549	7458	8298	3938
